600

1319.1014077, 0, 594
1583.51413741, 0, 593
1335.98335546, 0, 590
1566.19613327, 0, 589
198.023166626, 0, 580
1625.60419563, 0, 579
779.438366455, 0, 577
1459.39852762, 0, 575
743.450099191, 0, 574
1615.66890092, 0, 573
353.404006805, 0, 572
1608.82967238, 0, 569
1493.19600116, 0, 568
242.582340873, 0, 567
24.5038587683, 0, 560
749.500082609, 0, 559
1714.79401854, 0, 556
58.5375584668, 0, 555
101.381134366, 0, 552
1513.26464944, 0, 548
384.272833843, 0, 542
1636.3894055, 0, 539
197.806219736, 0, 535
1498.67863752, 0, 529
687.465015249, 0, 528
125.246388123, 0, 526
1967.37995571, 0, 524
1930.12315745, 0, 520
906.686862065, 0, 519
548.387670811, 0, 518
201.938325685, 0, 517
54.0689022826, 0, 511
850.973441264, 0, 500
1705.97732905, 0, 498
256.696519017, 0, 497
582.328649471, 0, 494
1611.36878815, 0, 492
311.393224128, 0, 488
116.11439549, 0, 486
178.95196697, 0, 484
1493.18247084, 0, 480
246.492587494, 0, 477
571.696743018, 0, 476
202.593566758, 0, 464
1317.71017277, 0, 456
959.828184266, 0, 449
1019.2196972, 0, 447
1412.38289212, 0, 446
260.522939079, 0, 445
173.530366346, 0, 444
607.262585552, 0, 437
872.603592434, 0, 433
1352.87074547, 0, 431
614.523534098, 0, 428
218.781117532, 0, 424
154.567654357, 0, 423
1697.5350207, 0, 422
814.723987388, 0, 421
1664.69489711, 0, 419
871.909979975, 0, 417
496.188311343, 0, 414
1273.63302942, 0, 412
211.245477467, 0, 406
120.737338131, 0, 402
761.94797733, 0, 399
295.963503755, 0, 393
1357.74490773, 0, 386
104.937249905, 0, 384
171.111050084, 0, 382
1134.7908856, 0, 380
1024.45188455, 0, 379
1258.72505352, 0, 375
841.134376679, 0, 374
233.160043893, 0, 365
1205.18868461, 0, 362
65.4433561344, 0, 361
1049.58069557, 0, 357
1765.46906812, 0, 356
971.128978526, 0, 354
1744.90087802, 0, 353
634.1013264, 0, 350
864.505160005, 0, 348
98.7178202317, 0, 347
126.702481697, 0, 346
1934.3090342, 0, 339
416.035879223, 0, 338
186.590016848, 0, 331
658.783644354, 0, 329
1391.81510697, 0, 327
1801.75063536, 0, 325
1209.99473936, 0, 323
1839.80126553, 0, 321
1353.38516758, 0, 318
534.347864639, 0, 313
1859.0792939, 0, 309
27.3301382163, 0, 307
1233.77443429, 0, 302
938.123800435, 0, 291
392.922704176, 0, 289
33.465676851, 0, 279
180.099423647, 0, 275
613.146335376, 0, 274
758.475995071, 0, 270
452.052726581, 0, 266
275.904785892, 0, 260
160.829418864, 0, 258
1872.08365485, 0, 255
1168.29020051, 0, 254
1265.52342517, 0, 252
1732.66346769, 0, 251
636.669956202, 0, 250
22.9193562557, 0, 247
591.65382825, 0, 243
1342.01702387, 0, 242
121.058794027, 0, 240
1243.00194617, 0, 238
1712.58703232, 0, 236
1106.01239592, 0, 235
954.595096404, 0, 232
1751.84742605, 0, 231
1169.12319134, 0, 229
1515.33695425, 0, 226
402.384832646, 0, 225
774.843122235, 0, 224
470.812214344, 0, 223
1137.89293416, 0, 217
342.177841173, 0, 215
922.007369538, 0, 214
1534.82882436, 0, 213
